"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2023","Data Scientist","Data Science and Research","USD","115000","115000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","125000","125000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","90000","90000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","163800","163800","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","126000","126000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","237000","237000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","145000","145000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","90000","90000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","90000","90000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","139500","139500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","109400","109400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","258000","258000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Data Scientist","Data Science and Research","USD","190000","190000","Canada","Senior","Full-time","In-person","Canada","M"
"2023","Data Engineer","Data Engineering","USD","145000","145000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","120000","120000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","205600","205600","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Engineer","Data Engineering","USD","105700","105700","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","239748","239748","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","159832","159832","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","186300","186300","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","102500","102500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","165000","165000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","132300","132300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","190000","190000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","126000","126000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","149040","149040","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","113900","113900","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","153600","153600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","106800","106800","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","172600","172600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","107900","107900","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","180180","180180","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","106020","106020","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","376080","376080","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","213120","213120","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","153600","153600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","100500","100500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","206500","206500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","121600","121600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","260000","260000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","194500","194500","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","115500","115500","United States","Executive","Full-time","In-person","United States","M"
"2023","Cloud Database Engineer","Cloud and Database","USD","170000","170000","United States","Senior","Full-time","Remote","United States","L"
"2023","Applied Machine Learning Scientist","Machine Learning and AI","USD","90000","90000","United States","Senior","Full-time","Remote","United States","L"
"2023","Data Analyst","Data Analysis","USD","95000","95000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","70000","70000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","275000","275000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","115934","115934","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","81666","81666","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","120000","120000","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","150000","150000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","120000","120000","United States","Senior","Full-time","Remote","United States","M"
"2023","Research Engineer","Data Science and Research","USD","200000","200000","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Engineer","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","206000","206000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","130000","130000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","138000","138000","United Kingdom","Senior","Full-time","Remote","United Kingdom","M"
"2023","Data Architect","Data Architecture and Modeling","USD","92000","92000","United Kingdom","Senior","Full-time","Remote","United Kingdom","M"
"2023","Data Manager","Leadership and Management","USD","65000","65000","Colombia","Senior","Full-time","In-person","Colombia","M"
"2023","Data Manager","Leadership and Management","USD","48000","48000","Colombia","Senior","Full-time","In-person","Colombia","M"
"2023","Data Analyst","Data Analysis","USD","110000","110000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","75000","75000","United States","Senior","Full-time","Remote","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","87000","87000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","160000","160000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","112000","112000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","162500","162500","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","130000","130000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","299500","299500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","245100","245100","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","145000","145000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","100000","100000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","147100","147100","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","90700","90700","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","115100","115100","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","73900","73900","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","168400","168400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","105200","105200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","210000","210000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","160000","160000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","145000","145000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","100000","100000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Applied Scientist","Data Science and Research","USD","222200","222200","United States","Senior","Full-time","In-person","United States","L"
"2023","Applied Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","In-person","United States","L"
"2023","Data Analyst","Data Analysis","USD","100000","100000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","85000","85000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","GBP","70000","86128","United Kingdom","Mid-level","Full-time","Remote","United Kingdom","M"
"2023","Data Engineer","Data Engineering","GBP","47500","58444","United Kingdom","Mid-level","Full-time","Remote","United Kingdom","M"
"2023","Data Scientist","Data Science and Research","USD","200000","200000","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","145000","145000","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","140000","140000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","95000","95000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","185000","185000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","120250","120250","United States","Senior","Full-time","Remote","United States","M"
"2023","Financial Data Analyst","Data Analysis","USD","130000","130000","United States","Mid-level","Full-time","Remote","United States","L"
"2023","Data Scientist","Data Science and Research","USD","205000","205000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","140000","140000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","297300","297300","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","198200","198200","United States","Senior","Full-time","Remote","United States","M"
"2023","Research Scientist","Data Science and Research","USD","141288","141288","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","94192","94192","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Infrastructure Engineer","Data Engineering","USD","184000","184000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Infrastructure Engineer","Data Engineering","USD","143000","143000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","70000","70000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","55000","55000","United States","Senior","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","275300","275300","United States","Senior","Full-time","Remote","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","183500","183500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","75000","75000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","65000","65000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","160000","160000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","147000","147000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","149040","149040","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","113900","113900","United States","Senior","Full-time","Remote","United States","M"
"2023","Software Data Engineer","Data Engineering","SGD","100000","74883","Singapore","Mid-level","Full-time","Remote","Singapore","L"
"2023","Data Analyst","Data Analysis","USD","180180","180180","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","106020","106020","United States","Senior","Full-time","In-person","United States","M"
"2023","AI Programmer","Machine Learning and AI","USD","70000","70000","India","Entry-level","Full-time","In-person","Australia","L"
"2023","AI Developer","Machine Learning and AI","USD","80000","80000","Sweden","Entry-level","Full-time","Hybrid","Sweden","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","250000","250000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","150000","150000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","139500","139500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","109400","109400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","105000","105000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","70000","70000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","210914","210914","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","116704","116704","United States","Executive","Full-time","Remote","United States","M"
"2023","Research Scientist","Data Science and Research","USD","150000","150000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","100000","100000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","146000","146000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","75000","75000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","75000","75000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","60000","60000","United States","Entry-level","Full-time","Remote","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","185700","185700","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","165000","165000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","169000","169000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","110600","110600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Operations Engineer","Data Quality and Operations","USD","193000","193000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Operations Engineer","Data Quality and Operations","USD","136850","136850","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","139500","139500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","109400","109400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","276000","276000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","178500","178500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","EUR","55000","59382","Spain","Mid-level","Full-time","In-person","Spain","M"
"2023","Data Scientist","Data Science and Research","EUR","45000","48585","Spain","Mid-level","Full-time","In-person","Spain","M"
"2023","Data Engineer","Data Engineering","EUR","70000","75577","Slovenia","Mid-level","Full-time","Remote","Slovenia","M"
"2023","Data Engineer","Data Engineering","EUR","45000","48585","Slovenia","Mid-level","Full-time","Remote","Slovenia","M"
"2023","Machine Learning Engineer","Machine Learning and AI","GBP","161000","198094","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Machine Learning Engineer","Machine Learning and AI","GBP","83300","102492","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","GBP","112700","138666","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","GBP","83300","102492","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2022","BI Developer","BI and Visualization","USD","130000","130000","United States","Senior","Full-time","Remote","United States","L"
"2021","Data Science Lead","Data Science and Research","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","163800","163800","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","126000","126000","United States","Senior","Full-time","In-person","United States","M"
"2023","ML Engineer","Machine Learning and AI","USD","260000","260000","Canada","Senior","Full-time","Remote","Canada","M"
"2023","ML Engineer","Machine Learning and AI","USD","110000","110000","Canada","Senior","Full-time","Remote","Canada","M"
"2023","Analytics Engineer","Leadership and Management","USD","170000","170000","United States","Senior","Full-time","Remote","United States","M"
"2023","Analytics Engineer","Leadership and Management","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","239748","239748","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","159832","159832","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","163800","163800","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","126000","126000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","128750","128750","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","106250","106250","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","299500","299500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","245100","245100","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analytics Manager","Leadership and Management","USD","155000","155000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analytics Manager","Leadership and Management","USD","140000","140000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","167500","167500","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","106500","106500","United States","Executive","Full-time","In-person","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","188500","188500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Architect","Data Architecture and Modeling","USD","117000","117000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","250000","250000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","138000","138000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","130000","130000","Canada","Mid-level","Full-time","Remote","Canada","M"
"2023","Data Analyst","Data Analysis","USD","100000","100000","Canada","Mid-level","Full-time","Remote","Canada","M"
"2023","Deep Learning Researcher","Machine Learning and AI","EUR","115000","124163","Germany","Senior","Full-time","In-person","Germany","L"
"2023","Data Engineer","Data Engineering","USD","140000","140000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","120000","120000","United States","Senior","Full-time","In-person","United States","M"
"2023","BI Analyst","BI and Visualization","USD","160000","160000","United States","Senior","Full-time","In-person","United States","M"
"2023","BI Analyst","BI and Visualization","USD","135000","135000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","104500","104500","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Science Manager","Data Science and Research","USD","70000","70000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Science Consultant","Data Science and Research","USD","90000","90000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Science Consultant","Data Science and Research","USD","70000","70000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","153600","153600","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","106800","106800","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","125000","125000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","90000","90000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","185000","185000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Research Scientist","Data Science and Research","USD","125000","125000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","127000","127000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","94000","94000","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","210550","210550","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","153300","153300","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","200000","200000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","161500","161500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","119500","119500","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","175000","175000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","145000","145000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","148750","148750","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analytics Specialist","Leadership and Management","USD","105000","105000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analytics Specialist","Leadership and Management","USD","85000","85000","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","215000","215000","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","146300","146300","United States","Senior","Full-time","In-person","United States","M"
"2023","AI Developer","Machine Learning and AI","EUR","200000","215936","Germany","Entry-level","Full-time","Remote","Germany","L"
"2023","Data Engineer","Data Engineering","USD","72000","72000","Mexico","Mid-level","Full-time","Remote","Mexico","M"
"2023","Data Engineer","Data Engineering","USD","60000","60000","Mexico","Mid-level","Full-time","Remote","Mexico","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","153400","153400","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","122700","122700","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","260000","260000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","175000","175000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","186300","186300","United States","Senior","Full-time","Remote","United States","M"
"2023","Data Scientist","Data Science and Research","USD","123900","123900","United States","Senior","Full-time","Remote","United States","M"
"2023","Research Scientist","Data Science and Research","USD","340000","340000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Research Scientist","Data Science and Research","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","153400","153400","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","122700","122700","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","250000","250000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","175000","175000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","EUR","60000","64781","France","Mid-level","Full-time","Hybrid","France","M"
"2023","Data Analyst","Data Analysis","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","121700","121700","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","153600","153600","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","106800","106800","United States","Senior","Full-time","In-person","United States","M"
"2023","Software Data Engineer","Data Engineering","USD","50000","50000","Nigeria","Senior","Freelance","Hybrid","Australia","M"
"2023","Data Analyst","Data Analysis","USD","100000","100000","Uzbekistan","Entry-level","Full-time","Remote","United States","L"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","310000","310000","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Engineer","Data Engineering","USD","239000","239000","United States","Executive","Full-time","Remote","United States","M"
"2023","Data Analyst","Data Analysis","USD","125000","125000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","110000","110000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","150000","150000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","100000","100000","United States","Entry-level","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","149076","149076","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Scientist","Data Science and Research","USD","82365","82365","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","146000","146000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","75000","75000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","139500","139500","United States","Senior","Full-time","In-person","United States","M"
"2023","Machine Learning Engineer","Machine Learning and AI","USD","109400","109400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","139500","139500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","109400","109400","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","149600","149600","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","102000","102000","United States","Mid-level","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","GBP","80000","98432","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Data Analyst","Data Analysis","GBP","40000","49216","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2023","Data Engineer","Data Engineering","USD","252000","252000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Engineer","Data Engineering","USD","129000","129000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","95000","95000","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","85500","85500","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2023","Data Analyst","Data Analysis","USD","121700","121700","United States","Senior","Full-time","In-person","United States","M"
"2023","Research Scientist","Data Science and Research","USD","150000","150000","United States","Entry-level","Full-time","In-person","United States","M"
